id,category,review,notes,date,rating,customer_region
3174,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-09-10,5,APAC
3175,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-09-11,1,NA
3176,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-12,5,EU
3177,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-09-13,2,APAC
3178,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-09-14,3,NA
3179,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-09-15,2,EU
3180,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-09-16,5,APAC
3181,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-09-17,1,NA
3182,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-09-18,5,EU
3183,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-09-19,2,APAC
3184,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-20,5,NA
3185,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-09-21,2,EU
3186,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-09-22,3,APAC
3187,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-09-23,3,NA
3188,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-09-24,3,EU
3189,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-09-25,2,APAC
3190,Clothing,"Sauce tastes like smoked cinnamon lightning � unique-3189","Outlier narrative",2024-09-26,4,NA
3191,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-09-27,2,EU
3192,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-28,5,APAC
3193,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-09-29,1,NA
3194,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-09-30,5,EU
3195,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-10-01,5,APAC
3196,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-10-02,5,NA
3197,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-10-03,5,EU
3198,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-10-04,2,APAC
3199,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-10-05,3,NA
3200,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-10-06,2,EU
3201,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-10-07,3,APAC
3202,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-10-08,1,NA
3203,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-10-09,3,EU
3204,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-10-10,2,APAC
3205,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-10-11,3,NA
3206,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-10-12,5,EU
3207,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-10-13,3,APAC
3208,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-10-14,1,NA
3209,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-10-15,5,EU
3210,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-10-16,2,APAC
3211,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-10-17,5,NA
3212,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-10-18,3,EU
3213,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-10-19,2,APAC
3214,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-10-20,3,NA
3215,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-21,5,EU
3216,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-10-22,2,APAC
3217,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-10-23,3,NA
3218,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-10-24,2,EU
3219,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-10-25,2,APAC
3220,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-10-26,3,NA
3221,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-10-27,5,EU
3222,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-10-28,2,APAC
3223,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-29,5,NA
3224,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-10-30,5,EU
3225,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-10-31,5,APAC
3226,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-11-01,3,NA
3227,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-11-02,5,EU
3228,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-11-03,2,APAC
3229,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-11-04,5,NA
3230,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-11-05,2,EU
3231,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-11-06,5,APAC
3232,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-11-07,5,NA
3233,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-11-08,3,EU
3234,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-11-09,3,APAC
3235,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-11-10,5,NA
3236,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-11-11,5,EU
3237,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-11-12,2,APAC
3238,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-11-13,1,NA
3239,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-11-14,5,EU
3240,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-11-15,3,APAC
3241,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-11-16,5,NA
3242,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-11-17,3,EU
3243,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-11-18,3,APAC
3244,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-11-19,5,NA
3245,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-11-20,2,EU
3246,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-11-21,2,APAC
3247,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-11-22,1,NA
3248,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-11-23,2,EU
3249,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-11-24,5,APAC
3250,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-11-25,5,NA
3251,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-11-26,3,EU
3252,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-11-27,5,APAC
3253,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-11-28,5,NA
3254,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-11-29,5,EU
3255,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-11-30,2,APAC
3256,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-12-01,1,NA
3257,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-12-02,2,EU
3258,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-12-03,2,APAC
3259,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-12-04,1,NA
3260,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-12-05,5,EU
3261,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-12-06,2,APAC
3262,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-12-07,5,NA
3263,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-12-08,3,EU
3264,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-12-09,5,APAC
3265,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-12-10,5,NA
3266,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-12-11,2,EU
3267,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-12-12,3,APAC
3268,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-12-13,5,NA
3269,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-12-14,5,EU
3270,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-12-15,2,APAC
3271,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-12-16,3,NA
3272,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-12-17,5,EU
3273,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-12-18,2,APAC
3274,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-12-19,3,NA
3275,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-12-20,2,EU
3276,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-12-21,5,APAC
3277,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-12-22,5,NA
3278,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-12-23,2,EU
3279,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-12-24,2,APAC
3280,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-12-25,1,NA
3281,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-12-26,3,EU
3282,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-12-27,5,APAC
